InspectionID,EquipmentID,EquipmentName,InspectionDate,Inspector,InspectionType,Checkpoints,Readings,Result,Findings,Recommendations,NextInspectionDate,Status
INS-00001,BE001,Bucket Elevator,2024-09-28,Safety-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 38.2 mm/s | Belt Slippage: 13.5 mm/s | Bearing Temp: 58.3 °C | Drive Current: 41.8 A | Take-up Position: 49.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-09-28,Completed
INS-00319,JC001,Jaw Crusher,2024-03-16,QA-Team,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 31.6 mm/s | Bearing Temp: 16.2 °C | Flywheel Alignment: 41.2 mm/s | Motor Amps: 52.7 A | Oil Level: 35.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-14,Completed
INS-00320,BC001,Belt Conveyor,2023-06-15,Production-Team,Quarterly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 24.7 mm/s | Idler Condition: 84.6 mm/s | Belt Tension: 72.8 mm/s | Motor Amps: 10.4 A | Slip Detection: 65.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-09-13,Completed
INS-00321,BF001,Bag Filter,2023-09-10,Third-Party-Auditor,Annual,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 24.4 bar | Compressor Pressure: 40.6 bar | Filter Condition: 79.8 mm/s | Fan Vibration: 12.2 mm/s | Dust Emission: 44.3 mm/s,Fail,Critical deviation in Filter Condition,"Immediate maintenance required, equipment taken offline",2023-09-11,Action Pending
INS-00322,BM001,Ball Mill,2024-07-26,Production-Team,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 66.6 °C | Oil Pressure: 85.9 bar | Motor Current: 30.1 A | Shell Temperature: 33.2 °C | Lubrication Flow: 18.1 mm/s,Conditional Pass,Minor deviation in Shell Temperature,Schedule follow-up within 7 days,2024-08-02,Action Pending
INS-00323,VRM001,Vertical Roller Mill,2023-03-08,QA-Team,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 21.2 bar | Roller Gap: 59.0 mm/s | Gearbox Oil Level: 80.6 mm/s | Vibration: 67.2 mm/s | Mill DP: 42.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-03-07,Completed
INS-00324,JC001,Jaw Crusher,2024-08-07,QA-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 85.3 mm/s | Bearing Temp: 65.6 °C | Flywheel Alignment: 42.1 mm/s | Motor Amps: 36.9 A | Oil Level: 87.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-08-07,Completed
INS-00325,VRM001,Vertical Roller Mill,2024-11-29,Third-Party-Auditor,Daily,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 11.7 bar | Roller Gap: 24.1 mm/s | Gearbox Oil Level: 88.1 mm/s | Vibration: 56.2 mm/s | Mill DP: 48.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-11-29,Completed
INS-00326,JC001,Jaw Crusher,2024-12-15,Maintenance-Team,Weekly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 74.5 mm/s | Bearing Temp: 35.4 °C | Flywheel Alignment: 26.0 mm/s | Motor Amps: 59.5 A | Oil Level: 79.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-16,Completed
INS-00327,ENG001,Cummins Engine,2024-10-30,Third-Party-Auditor,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 32.7 bar | Coolant Temp: 18.6 °C | Battery Voltage: 83.0 mm/s | Exhaust Temp: 66.5 °C | RPM: 68.7 mm/s,Fail,Critical deviation in Battery Voltage,"Immediate maintenance required, equipment taken offline",2025-01-28,Action Pending
INS-00328,PU001,Centrifugal Pump,2024-06-13,Production-Team,Daily,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 22.7 bar | Vibration: 17.6 mm/s | Seal Condition: 76.0 mm/s | Bearing Temp: 89.6 °C | Motor Amps: 87.4 A,Conditional Pass,Minor deviation in Bearing Temp,Schedule follow-up within 7 days,2024-06-20,Action Pending
INS-00329,BM001,Ball Mill,2023-07-09,Third-Party-Auditor,Monthly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 17.9 °C | Oil Pressure: 41.5 bar | Motor Current: 89.4 A | Shell Temperature: 73.1 °C | Lubrication Flow: 43.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-08,Completed
INS-00330,PU001,Centrifugal Pump,2023-11-16,Safety-Team,Weekly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 82.0 bar | Vibration: 67.9 mm/s | Seal Condition: 76.9 mm/s | Bearing Temp: 83.8 °C | Motor Amps: 61.6 A,Pass,All parameters within normal range,Continue routine monitoring,2023-11-23,Completed
INS-00331,AC001,Air Compressor,2023-03-24,Production-Team,Weekly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 29.1 bar | Oil Level: 82.5 mm/s | Air Temperature: 75.0 °C | Motor Amps: 65.2 A | Safety Valve: 55.0 mm/s,Fail,Critical deviation in Motor Amps,"Immediate maintenance required, equipment taken offline",2023-04-23,Action Pending
INS-00332,BC001,Belt Conveyor,2024-09-29,QA-Team,Annual,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 69.4 mm/s | Idler Condition: 76.3 mm/s | Belt Tension: 12.3 mm/s | Motor Amps: 27.9 A | Slip Detection: 62.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-28,Completed
INS-00333,BM001,Ball Mill,2024-11-29,Safety-Team,Monthly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 62.7 °C | Oil Pressure: 23.1 bar | Motor Current: 38.7 A | Shell Temperature: 41.6 °C | Lubrication Flow: 84.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-02-27,Completed
INS-00334,RK001,Rotary Kiln,2024-07-05,Safety-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 72.6 °C | Burning Zone Temp: 70.6 °C | Drive Torque: 49.4 mm/s | Tyre Migration: 31.8 mm/s | ID Fan Draft: 84.6 mm/s,Conditional Pass,Minor deviation in Kiln Shell Temp,Schedule follow-up within 7 days,2024-07-12,Action Pending
INS-00335,BC001,Belt Conveyor,2023-03-08,Maintenance-Team,Weekly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 47.3 mm/s | Idler Condition: 30.5 mm/s | Belt Tension: 84.2 mm/s | Motor Amps: 13.4 A | Slip Detection: 50.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-06,Completed
INS-00336,JC001,Jaw Crusher,2024-08-27,QA-Team,Monthly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 79.7 mm/s | Bearing Temp: 19.2 °C | Flywheel Alignment: 56.7 mm/s | Motor Amps: 60.3 A | Oil Level: 66.5 mm/s,Conditional Pass,Minor deviation in Jaw Plate Gap,Schedule follow-up within 7 days,2024-09-03,Action Pending
INS-00337,AC001,Air Compressor,2024-12-23,Safety-Team,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 84.0 bar | Oil Level: 20.2 mm/s | Air Temperature: 25.7 °C | Motor Amps: 69.4 A | Safety Valve: 38.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-24,Completed
INS-00338,BE001,Bucket Elevator,2024-06-03,Third-Party-Auditor,Weekly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 51.7 mm/s | Belt Slippage: 43.9 mm/s | Bearing Temp: 34.3 °C | Drive Current: 80.0 A | Take-up Position: 13.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-06-03,Completed
INS-00339,BC001,Belt Conveyor,2024-03-15,Production-Team,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 80.6 mm/s | Idler Condition: 51.6 mm/s | Belt Tension: 81.6 mm/s | Motor Amps: 81.7 A | Slip Detection: 55.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-04-14,Completed
INS-00340,RK001,Rotary Kiln,2023-11-08,Production-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 17.5 °C | Burning Zone Temp: 51.7 °C | Drive Torque: 28.4 mm/s | Tyre Migration: 47.3 mm/s | ID Fan Draft: 44.7 mm/s,Fail,Critical deviation in Drive Torque,"Immediate maintenance required, equipment taken offline",2024-11-07,Action Pending
INS-00341,BM001,Ball Mill,2023-01-27,QA-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 51.4 °C | Oil Pressure: 78.3 bar | Motor Current: 82.2 A | Shell Temperature: 17.0 °C | Lubrication Flow: 40.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-01-28,Completed
INS-00342,JC001,Jaw Crusher,2023-03-07,Maintenance-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 69.7 mm/s | Bearing Temp: 86.0 °C | Flywheel Alignment: 83.9 mm/s | Motor Amps: 48.2 A | Oil Level: 34.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-03-08,Completed
INS-00343,ENG001,Cummins Engine,2023-08-30,Maintenance-Team,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 74.5 bar | Coolant Temp: 47.7 °C | Battery Voltage: 29.7 mm/s | Exhaust Temp: 64.4 °C | RPM: 89.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-11-28,Completed
INS-00344,BC001,Belt Conveyor,2024-11-02,Third-Party-Auditor,Monthly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 26.7 mm/s | Idler Condition: 72.0 mm/s | Belt Tension: 42.2 mm/s | Motor Amps: 60.3 A | Slip Detection: 18.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-03,Completed
INS-00345,RK001,Rotary Kiln,2023-05-17,Third-Party-Auditor,Monthly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 77.5 °C | Burning Zone Temp: 89.3 °C | Drive Torque: 38.1 mm/s | Tyre Migration: 42.0 mm/s | ID Fan Draft: 89.0 mm/s,Fail,Critical deviation in Tyre Migration,"Immediate maintenance required, equipment taken offline",2023-05-24,Action Pending
INS-00346,BC001,Belt Conveyor,2024-12-16,Safety-Team,Annual,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 56.7 mm/s | Idler Condition: 73.9 mm/s | Belt Tension: 68.2 mm/s | Motor Amps: 39.4 A | Slip Detection: 57.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-23,Completed
INS-00347,BF001,Bag Filter,2024-05-21,Maintenance-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 68.6 bar | Compressor Pressure: 10.7 bar | Filter Condition: 11.4 mm/s | Fan Vibration: 12.1 mm/s | Dust Emission: 26.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-05-22,Completed
INS-00348,AC001,Air Compressor,2024-07-14,Third-Party-Auditor,Quarterly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 30.5 bar | Oil Level: 88.7 mm/s | Air Temperature: 56.0 °C | Motor Amps: 10.2 A | Safety Valve: 46.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-07-15,Completed
INS-00349,BM001,Ball Mill,2024-03-04,Maintenance-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 76.0 °C | Oil Pressure: 37.2 bar | Motor Current: 75.7 A | Shell Temperature: 13.5 °C | Lubrication Flow: 46.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-03-04,Completed
INS-00350,JC001,Jaw Crusher,2024-12-20,Third-Party-Auditor,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 63.1 mm/s | Bearing Temp: 62.9 °C | Flywheel Alignment: 59.8 mm/s | Motor Amps: 20.0 A | Oil Level: 12.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-01-19,Completed
INS-00351,BC001,Belt Conveyor,2024-05-25,Production-Team,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 49.9 mm/s | Idler Condition: 84.9 mm/s | Belt Tension: 41.0 mm/s | Motor Amps: 63.5 A | Slip Detection: 11.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-05-25,Completed
INS-00352,BM001,Ball Mill,2024-06-03,QA-Team,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 60.7 °C | Oil Pressure: 16.7 bar | Motor Current: 21.4 A | Shell Temperature: 12.1 °C | Lubrication Flow: 68.4 mm/s,Fail,Critical deviation in Lubrication Flow,"Immediate maintenance required, equipment taken offline",2024-09-01,Action Pending
INS-00353,BM001,Ball Mill,2024-03-31,Production-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 56.5 °C | Oil Pressure: 78.5 bar | Motor Current: 33.6 A | Shell Temperature: 16.1 °C | Lubrication Flow: 71.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-29,Completed
INS-00354,JC001,Jaw Crusher,2023-05-22,QA-Team,Monthly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 76.5 mm/s | Bearing Temp: 29.3 °C | Flywheel Alignment: 10.8 mm/s | Motor Amps: 19.3 A | Oil Level: 38.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-23,Completed
INS-00355,BF001,Bag Filter,2023-06-29,Third-Party-Auditor,Monthly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 69.9 bar | Compressor Pressure: 16.7 bar | Filter Condition: 56.3 mm/s | Fan Vibration: 49.8 mm/s | Dust Emission: 84.2 mm/s,Conditional Pass,Minor deviation in Compressor Pressure,Schedule follow-up within 7 days,2023-09-27,Action Pending
INS-00356,ENG001,Cummins Engine,2023-08-05,Production-Team,Weekly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 85.7 bar | Coolant Temp: 35.3 °C | Battery Voltage: 35.2 mm/s | Exhaust Temp: 70.4 °C | RPM: 86.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-04,Completed
INS-00357,JC001,Jaw Crusher,2023-05-27,Third-Party-Auditor,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 63.9 mm/s | Bearing Temp: 67.6 °C | Flywheel Alignment: 35.7 mm/s | Motor Amps: 59.2 A | Oil Level: 65.5 mm/s,Fail,Critical deviation in Oil Level,"Immediate maintenance required, equipment taken offline",2024-05-26,Action Pending
INS-00358,BE001,Bucket Elevator,2023-07-24,Safety-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 25.1 mm/s | Belt Slippage: 41.5 mm/s | Bearing Temp: 56.6 °C | Drive Current: 31.4 A | Take-up Position: 24.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-25,Completed
INS-00359,VRM001,Vertical Roller Mill,2024-09-20,Safety-Team,Annual,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 18.6 bar | Roller Gap: 50.3 mm/s | Gearbox Oil Level: 24.7 mm/s | Vibration: 85.6 mm/s | Mill DP: 64.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-19,Completed
INS-00360,RK001,Rotary Kiln,2024-04-23,Safety-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 35.4 °C | Burning Zone Temp: 56.0 °C | Drive Torque: 41.8 mm/s | Tyre Migration: 31.4 mm/s | ID Fan Draft: 87.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-07-22,Completed
INS-00361,BF001,Bag Filter,2024-04-07,Safety-Team,Annual,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 59.3 bar | Compressor Pressure: 64.6 bar | Filter Condition: 18.0 mm/s | Fan Vibration: 58.3 mm/s | Dust Emission: 62.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-04-14,Completed
INS-00362,RK001,Rotary Kiln,2024-08-21,Maintenance-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 87.9 °C | Burning Zone Temp: 81.7 °C | Drive Torque: 68.9 mm/s | Tyre Migration: 89.6 mm/s | ID Fan Draft: 89.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-22,Completed
INS-00363,BE001,Bucket Elevator,2023-01-30,QA-Team,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 66.6 mm/s | Belt Slippage: 65.2 mm/s | Bearing Temp: 14.9 °C | Drive Current: 65.1 A | Take-up Position: 60.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-30,Completed
INS-00364,PU001,Centrifugal Pump,2023-01-18,Production-Team,Monthly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 43.5 bar | Vibration: 67.3 mm/s | Seal Condition: 61.5 mm/s | Bearing Temp: 48.1 °C | Motor Amps: 84.1 A,Pass,All parameters within normal range,Continue routine monitoring,2023-02-17,Completed
INS-00365,PU001,Centrifugal Pump,2024-03-13,Safety-Team,Weekly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 82.2 bar | Vibration: 66.0 mm/s | Seal Condition: 41.2 mm/s | Bearing Temp: 67.1 °C | Motor Amps: 21.5 A,Conditional Pass,Minor deviation in Seal Condition,Schedule follow-up within 7 days,2024-06-11,Action Pending
INS-00366,RK001,Rotary Kiln,2023-10-04,Maintenance-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 67.4 °C | Burning Zone Temp: 22.6 °C | Drive Torque: 51.4 mm/s | Tyre Migration: 34.4 mm/s | ID Fan Draft: 71.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-10-11,Completed
INS-00367,AC001,Air Compressor,2023-04-07,Safety-Team,Daily,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 61.3 bar | Oil Level: 47.9 mm/s | Air Temperature: 55.4 °C | Motor Amps: 38.4 A | Safety Valve: 29.2 mm/s,Conditional Pass,Minor deviation in Motor Amps,Schedule follow-up within 7 days,2023-07-06,Action Pending
INS-00368,ENG001,Cummins Engine,2024-04-06,Third-Party-Auditor,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 33.0 bar | Coolant Temp: 50.1 °C | Battery Voltage: 19.5 mm/s | Exhaust Temp: 63.0 °C | RPM: 13.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-04-06,Completed
INS-00369,ENG001,Cummins Engine,2023-08-26,Maintenance-Team,Weekly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 66.6 bar | Coolant Temp: 25.7 °C | Battery Voltage: 26.8 mm/s | Exhaust Temp: 62.9 °C | RPM: 80.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-25,Completed
INS-00370,ENG001,Cummins Engine,2023-07-12,Third-Party-Auditor,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 49.9 bar | Coolant Temp: 43.8 °C | Battery Voltage: 47.0 mm/s | Exhaust Temp: 21.2 °C | RPM: 53.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-11,Completed
INS-00371,BC001,Belt Conveyor,2023-11-22,Production-Team,Quarterly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 57.3 mm/s | Idler Condition: 33.5 mm/s | Belt Tension: 87.6 mm/s | Motor Amps: 19.9 A | Slip Detection: 48.8 mm/s,Fail,Critical deviation in Slip Detection,"Immediate maintenance required, equipment taken offline",2023-11-29,Action Pending
INS-00372,BC001,Belt Conveyor,2023-11-08,Production-Team,Annual,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 12.9 mm/s | Idler Condition: 12.0 mm/s | Belt Tension: 62.7 mm/s | Motor Amps: 38.5 A | Slip Detection: 69.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-07,Completed
